id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sale_year,sale_month,sale_day,renovated,low_grade,high_grade,sqft_living_x_grade,waterfront_x_sqft_living,has_basement,age_at_sale,median_income,avg_household_size_2015,percent_married_2015,housing_units_2015,percent_owner_occupied_2015,percent_renter_occupied_2015,unemployment_rate_2015,percent_hs_grad_or_higher_2015,percent_bachelors_or_higher_2015,avg_household_size_2014,percent_married_2014,housing_units_2014,percent_owner_occupied_2014,percent_renter_occupied_2014,unemployment_rate_2014,percent_hs_grad_or_higher_2014,percent_bachelors_or_higher_2014
6840701125,2015-04-22,3,1.0,1830,4400,1.5,0,0,4,8,1720,110,1930,0,98122,47.6052,-122.3,1650,4400,2015,4,2,0,0,0,14640,0,1,85,94548,1.96,34.44654683065279,17551,33.21537815630061,66.7846218436994,4.870675176352032,98.85230330853253,23.880006332119677,1.95,33.01648693828051,17176,33.65877772971637,66.34122227028362,6.536089637800748,98.60956388992037,25.23827206337418
3971700580,2015-03-03,3,1.75,1930,14389,1.0,0,0,3,7,1130,800,1963,1998,98155,47.7733,-122.317,1730,14378,2015,3,1,1,0,0,13510,0,1,52,124531,2.48,16.52716001821175,13838,68.1508643268727,31.849135673127293,8.176812638295683,98.1925078457077,38.148015731140504,2.48,17.143465606587636,13823,68.9590238023501,31.040976197649893,9.775827429417362,98.56964422418308,37.801684193561385
4202400078,2015-01-28,2,1.0,1410,7000,1.0,0,0,3,7,1410,0,1968,0,98055,47.4908,-122.223,1540,6000,2015,1,2,0,0,0,9870,0,0,47,90525,2.52,17.770148765734834,9457,52.904097253489425,47.09590274651058,6.387272021730695,100.09902828495389,48.560995234263785,2.46,17.95350415747497,9186,54.91396235131077,45.08603764868923,6.44159566844494,98.96273530541683,49.161224228454344
6064800090,2015-05-07,3,2.25,1960,1985,2.0,0,0,3,7,1750,210,2003,0,98118,47.5419,-122.289,1760,1985,2015,5,3,0,0,0,13720,0,1,12,106930,2.75,18.80646044347112,17060,56.44829520663217,43.551704793367826,9.809241901003125,97.62032677053377,37.58809215308283,2.76,18.663888888888888,16861,55.8023285244242,44.1976714755758,10.945570971184631,97.02670100740065,37.2020995663939
2626119028,2015-03-23,3,1.0,1140,3240,1.5,0,0,4,6,1140,0,1910,0,98014,47.7093,-121.364,1140,4700,2015,3,0,0,0,0,6840,0,0,105,149028,2.67,15.914655473941938,2760,80.12255840674071,19.877441593259288,5.053892215568863,98.49246231155779,41.447236180904525,2.71,16.475644699140403,2796,80.17309205350118,19.82690794649882,5.778769841269842,97.50727046115496,41.29621936019942
3303980660,2014-06-03,4,3.75,4130,12320,2.0,0,0,3,11,4130,0,2001,0,98059,47.5194,-122.151,3690,11227,2014,6,1,0,0,1,45430,0,0,13,126846,2.75,13.177344215208938,13637,79.87440417643943,20.125595823560566,4.938333752831613,99.5200838844975,40.75657364090983,2.79,13.745595489781536,13401,78.51442602823818,21.485573971761816,6.100010041168792,99.15702883205734,41.01237986642776
862000020,2015-02-06,6,1.0,1430,20620,2.0,0,0,3,7,1430,0,1954,0,98004,47.6255,-122.209,2450,10080,2015,2,4,0,0,0,10010,0,0,61,157784,2.09,16.09075919420747,17462,44.548266529191906,55.451733470808094,6.039425544695026,99.71498371335505,20.39087947882736,2.11,16.54254118709095,16773,45.298507462686565,54.701492537313435,6.137602970182156,99.6095090971507,22.202197047717128
2386000070,2014-10-29,4,3.25,4360,91158,1.0,0,0,3,10,3360,1000,1993,0,98053,47.6398,-121.985,3540,90940,2014,10,2,0,0,0,43600,0,1,21,171822,2.69,9.269278791842558,8377,85.93194514982224,14.068054850177756,4.442119280890326,99.83973288814691,26.8313856427379,2.67,10.823743185947912,8200,82.85419620987496,17.145803790125047,5.704032486542639,99.89091900736297,26.56803926915735
1138000450,2014-10-16,4,1.0,1440,7215,1.5,0,0,3,7,1440,0,1969,0,98034,47.7133,-122.212,1150,7215,2014,10,3,0,0,0,10080,0,0,45,119806,2.43,16.05333943799004,18001,61.237125332716126,38.76287466728388,6.750954198473283,99.64536699635606,34.17816241540864,2.44,17.057790319329666,18171,60.109001406469766,39.89099859353024,7.7933415340661085,99.85536782591545,35.227795674183156
1775800420,2015-02-02,4,2.25,1960,14834,1.0,0,0,4,8,1330,630,1976,0,98072,47.7434,-122.095,1540,15000,2015,2,0,0,0,0,15680,0,1,39,157963,2.6,13.507779349363508,9217,75.10030952653904,24.899690473460964,4.844401668270773,98.9697933227345,34.97615262321145,2.6,13.562575408577382,9093,75.71628232005591,24.283717679944093,4.9586119070359755,99.31105530873737,35.92814371257485
2291401425,2014-09-10,5,2.0,1910,5508,1.0,0,0,3,7,1020,890,1968,0,98133,47.7074,-122.349,1030,7440,2014,9,2,0,0,0,13370,0,1,46,85059,2.18,19.780409147977647,22049,47.43003034828267,52.56996965171733,6.900681086745005,98.7952152014652,40.53628663003663,2.2,19.916468960063266,21780,48.4259846747035,51.57401532529649,9.163212725439678,98.85203345832132,41.53446783963081
2025770560,2014-11-03,4,4.25,4830,24663,2.0,0,0,3,11,5710,0,2007,0,98092,47.3065,-122.158,4060,23847,2014,11,0,0,0,1,62810,0,0,7,112735,2.77,17.21767115272089,16100,70.074142116659,29.92585788334099,8.37161127623165,98.55946766114585,47.855654272238674,2.7,17.027911100241507,15769,70.4232874883162,29.5767125116838,8.278795811518325,98.43809669288933,49.83960895134805
3525069037,2014-11-20,3,2.75,2590,211729,2.0,0,0,3,9,2590,0,1983,0,98074,47.6145,-122.001,3410,212137,2014,11,3,0,0,0,23310,0,0,31,229104,3.02,10.366720845184885,9070,87.03577124629757,12.96422875370244,4.483074107959744,100.24147476294245,16.24359502915366,3.03,10.087027329635095,8959,87.40808823529412,12.591911764705882,4.416132562138502,100.35249133707731,17.803799737125104
9324800450,2014-10-09,3,1.5,2790,6900,1.0,0,2,3,8,1700,1090,1955,0,98125,47.7328,-122.288,2410,8100,2014,10,3,0,0,0,22320,0,1,59,89983,2.18,19.775984583885343,18882,47.03408836061897,52.96591163938103,6.25,100.80028203772255,32.942005993301606,2.12,19.175038337558288,18728,45.79247434435576,54.20752565564424,6.600554974298321,100.34034541438865,33.71592019986242
8080400136,2014-06-20,3,3.25,1530,1565,2.0,0,0,3,8,1280,250,2005,0,98122,47.6179,-122.312,1530,1381,2014,6,4,0,0,0,12240,0,1,9,94548,1.96,34.44654683065279,17551,33.21537815630061,66.7846218436994,4.870675176352032,98.85230330853253,23.880006332119677,1.95,33.01648693828051,17176,33.65877772971637,66.34122227028362,6.536089637800748,98.60956388992037,25.23827206337418
8651540040,2014-07-18,3,2.25,1920,10961,2.0,0,0,3,8,1920,0,1981,0,98074,47.6432,-122.057,2000,10706,2014,7,4,0,0,0,15360,0,0,33,229104,3.02,10.366720845184885,9070,87.03577124629757,12.96422875370244,4.483074107959744,100.24147476294245,16.24359502915366,3.03,10.087027329635095,8959,87.40808823529412,12.591911764705882,4.416132562138502,100.35249133707731,17.803799737125104
9407001790,2014-08-26,3,1.0,1010,10800,1.0,0,0,4,7,1010,0,1972,0,98045,47.4483,-121.773,1370,9500,2014,8,1,0,0,0,7070,0,0,42,154803,2.6,11.896235479081142,5848,76.05357142857143,23.946428571428573,4.146459747817652,98.97304236200257,46.04522563444257,2.62,12.452140619561435,5880,76.65285534137993,23.34714465862007,4.789620468048987,98.46000993541976,46.656731246895184
1773101530,2014-12-18,1,1.0,520,4800,1.0,0,0,3,5,520,0,1930,0,98106,47.5533,-122.363,800,4960,2014,12,3,0,0,0,2600,0,0,84,94762,2.43,20.256740681998416,10747,46.417630200612706,53.58236979938729,9.329466197085837,100.42269832078749,44.035900405327155,2.5,19.96174407768895,10674,48.08038392321536,51.91961607678465,9.873452927270199,101.05257103416542,44.05843782353618
9432900250,2015-03-09,4,2.75,2420,8438,2.0,0,0,3,8,2420,0,1997,0,98022,47.2089,-122.011,2270,8770,2015,3,0,0,0,0,19360,0,0,18,112818,2.51,14.782116581777025,9214,71.14731044181414,28.85268955818587,6.198934280639431,94.7731755424063,59.927679158448385,2.52,13.98300218215229,9049,70.50333969465649,29.496660305343514,7.5844202251206,95.85578394199428,61.64438235881061
1794500695,2015-03-04,2,1.5,1110,3600,1.0,0,0,5,7,1110,0,1904,0,98119,47.6382,-122.359,1670,5400,2015,3,2,0,0,0,7770,0,0,111,112865,1.9,25.481150100191062,12166,40.59950184660311,59.40049815339689,4.838109415705247,98.6912347167212,21.78979392686987,1.89,25.428950611432366,12075,40.114135206321336,59.885864793678664,5.074963929489995,99.02767835838702,20.561918396564067
2220069003,2015-02-23,3,2.75,1360,211729,1.0,0,2,4,7,1140,220,1955,0,98022,47.2069,-122.024,1700,60548,2015,2,0,0,0,0,9520,0,1,60,112818,2.51,14.782116581777025,9214,71.14731044181414,28.85268955818587,6.198934280639431,94.7731755424063,59.927679158448385,2.52,13.98300218215229,9049,70.50333969465649,29.496660305343514,7.5844202251206,95.85578394199428,61.64438235881061
923000120,2015-04-08,3,1.5,2200,7620,1.0,0,0,4,7,1130,1070,1942,0,98177,47.7263,-122.363,2170,7672,2015,4,2,0,0,0,15400,0,1,73,153542,2.43,13.07924984875983,8212,79.67166859048352,20.32833140951648,5.038420387121875,99.43356309288201,27.4619531836484,2.43,12.346137193047566,8127,81.14840062926062,18.85159937073938,4.7893884163628995,99.46581196581197,26.716524216524217
5728000060,2014-08-01,3,1.75,1850,8823,1.0,0,0,4,8,1370,480,1973,0,98008,47.6379,-122.112,1880,7580,2014,8,4,0,0,0,14800,0,1,41,164219,2.69,15.393666045690754,9357,72.43788819875776,27.562111801242235,6.570794767842117,99.65975011155734,31.626506024096386,2.69,15.761031234506692,9349,72.46019286835613,27.53980713164387,7.243693589446886,99.19940949352714,32.716329775153305
16000200,2014-10-24,3,2.25,1640,4420,2.0,0,0,4,7,1640,0,1918,1983,98002,47.31100000000001,-122.21,1230,6632,2014,10,4,1,0,0,11480,0,0,96,68040,2.64,18.596016244440147,13738,50.49263025143848,49.50736974856152,8.921506062539885,96.5053019824804,61.71046565237437,2.61,18.7400560648534,13981,49.973103819257666,50.026896180742334,11.200844877927564,96.62962288212789,60.11568591728912
1926059094,2014-08-12,3,1.75,1340,10276,1.0,0,0,4,7,1340,0,1961,0,98034,47.7207,-122.222,2950,7987,2014,8,1,0,0,0,9380,0,0,53,119806,2.43,16.05333943799004,18001,61.237125332716126,38.76287466728388,6.750954198473283,99.64536699635606,34.17816241540864,2.44,17.057790319329666,18171,60.109001406469766,39.89099859353024,7.7933415340661085,99.85536782591545,35.227795674183156
6672900220,2015-01-12,4,2.25,2390,12292,1.0,0,0,5,9,2390,0,1962,0,98040,47.5528,-122.221,2870,12337,2015,1,0,0,0,0,21510,0,0,53,190985,2.51,9.818010174647295,10179,71.95032870708546,28.049671292914535,5.143830092302178,100.51344885932669,15.986930392671683,2.49,9.62381105055039,10139,74.13847948255751,25.861520517442475,4.498525073746313,100.2252118769632,17.157589047590825
3629860060,2015-03-12,5,4.25,3920,5823,2.0,0,0,3,9,3000,920,2000,0,98029,47.5492,-122.008,3000,5297,2015,3,3,0,0,0,35280,0,1,15,156427,2.51,10.307103610675039,11144,68.2339558251967,31.766044174803298,6.658926376178117,99.6974697469747,23.432343234323433,2.49,9.80519156992676,11047,66.38615281629531,33.6138471837047,7.2508398656215,99.70228064262442,25.536456577912592
1822069109,2014-09-10,3,2.5,2540,51836,1.0,0,0,4,8,1820,720,1976,0,98042,47.389,-122.088,1650,51836,2014,9,2,0,0,0,20320,0,1,38,122709,2.84,14.728895746087723,16573,81.84237202230106,18.157627977698937,5.7493896195951795,98.46322368633011,50.75872289700055,2.8,15.359349774536549,16818,82.74386406544997,17.25613593455003,6.523882775213978,98.58030168589174,52.2264944625193
6675500105,2014-07-29,3,2.0,1160,7217,1.0,0,0,3,7,1160,0,1969,0,98034,47.7279,-122.227,1870,9104,2014,7,1,0,0,0,8120,0,0,45,119806,2.43,16.05333943799004,18001,61.237125332716126,38.76287466728388,6.750954198473283,99.64536699635606,34.17816241540864,2.44,17.057790319329666,18171,60.109001406469766,39.89099859353024,7.7933415340661085,99.85536782591545,35.227795674183156
249000180,2014-12-01,4,4.25,4285,9345,2.0,0,0,3,10,4285,0,2013,0,98004,47.6332,-122.199,1570,8994,2014,12,0,0,0,0,42850,0,0,1,157784,2.09,16.09075919420747,17462,44.548266529191906,55.451733470808094,6.039425544695026,99.71498371335505,20.39087947882736,2.11,16.54254118709095,16773,45.298507462686565,54.701492537313435,6.137602970182156,99.6095090971507,22.202197047717128
226059065,2014-09-03,3,2.25,2260,54014,1.0,0,0,3,7,1450,810,1962,0,98072,47.7657,-122.131,2140,44431,2014,9,2,0,0,0,15820,0,1,52,157963,2.6,13.507779349363508,9217,75.10030952653904,24.899690473460964,4.844401668270773,98.9697933227345,34.97615262321145,2.6,13.562575408577382,9093,75.71628232005591,24.283717679944093,4.9586119070359755,99.31105530873737,35.92814371257485
396100110,2014-05-16,2,1.0,830,6017,1.0,0,0,4,6,830,0,1954,0,98133,47.7466,-122.334,1340,6040,2014,5,4,0,0,0,4980,0,0,60,85059,2.18,19.780409147977647,22049,47.43003034828267,52.56996965171733,6.900681086745005,98.7952152014652,40.53628663003663,2.2,19.916468960063266,21780,48.4259846747035,51.57401532529649,9.163212725439678,98.85203345832132,41.53446783963081
9264450460,2014-06-03,5,2.75,2481,4045,2.0,0,0,3,8,2481,0,2014,0,98001,47.2602,-122.284,2363,4175,2014,6,1,0,0,0,19848,0,0,0,103338,2.88,16.70823899612418,11853,78.03582680709334,21.964173192906653,7.520990889060918,99.03689573349462,55.469222537570374,2.84,16.314553990610328,11718,77.66858997475659,22.33141002524342,8.275337739049068,97.7865131732884,55.145303944967004
7853361210,2015-02-18,3,2.0,1650,5027,1.5,0,0,3,7,1650,0,2009,0,98065,47.515,-121.874,2430,6000,2015,2,2,0,0,0,11550,0,0,6,175750,2.93,10.615415255925114,4953,79.75811584977721,20.241884150222788,4.1850514774702505,99.11081471601645,30.999221962876515,2.91,8.78239184647078,4755,78.93797411869701,21.06202588130299,4.645161290322581,99.65219477092828,32.369872871192136
9474700020,2014-05-03,3,1.0,1010,9945,1.0,0,0,4,6,1010,0,1973,0,98065,47.5324,-121.763,1390,12710,2014,5,5,0,0,0,6060,0,0,41,175750,2.93,10.615415255925114,4953,79.75811584977721,20.241884150222788,4.1850514774702505,99.11081471601645,30.999221962876515,2.91,8.78239184647078,4755,78.93797411869701,21.06202588130299,4.645161290322581,99.65219477092828,32.369872871192136
421000455,2015-05-02,3,1.0,1360,5840,1.0,0,0,4,5,1360,0,1953,0,98056,47.4945,-122.166,1250,6708,2015,5,5,0,0,0,6800,0,0,62,102196,2.51,19.700650139315567,13893,51.64368244502423,48.356317554975774,6.624963057826815,97.99134991266739,42.58920402561757,2.56,20.747436492907926,13631,51.246200607902736,48.753799392097264,7.454338464584468,97.1547942343848,43.680802172550656
3755200220,2014-07-18,4,2.0,1650,9305,1.0,0,0,4,6,1650,0,1960,0,98034,47.7183,-122.213,1860,7486,2014,7,4,0,0,0,9900,0,0,54,119806,2.43,16.05333943799004,18001,61.237125332716126,38.76287466728388,6.750954198473283,99.64536699635606,34.17816241540864,2.44,17.057790319329666,18171,60.109001406469766,39.89099859353024,7.7933415340661085,99.85536782591545,35.227795674183156
7960100075,2015-03-25,3,2.0,1540,3600,1.0,0,0,3,7,890,650,1994,0,98122,47.6103,-122.296,1540,3600,2015,3,2,0,0,0,10780,0,1,21,94548,1.96,34.44654683065279,17551,33.21537815630061,66.7846218436994,4.870675176352032,98.85230330853253,23.880006332119677,1.95,33.01648693828051,17176,33.65877772971637,66.34122227028362,6.536089637800748,98.60956388992037,25.23827206337418
9477100490,2015-04-24,3,1.75,1510,7700,1.0,0,0,3,7,1510,0,1968,0,98034,47.7283,-122.194,1440,7416,2015,4,4,0,0,0,10570,0,0,47,119806,2.43,16.05333943799004,18001,61.237125332716126,38.76287466728388,6.750954198473283,99.64536699635606,34.17816241540864,2.44,17.057790319329666,18171,60.109001406469766,39.89099859353024,7.7933415340661085,99.85536782591545,35.227795674183156
9138100350,2015-02-18,4,2.0,2290,6000,1.5,0,3,5,7,2290,0,1900,0,98115,47.6807,-122.318,2000,3150,2015,2,2,0,0,0,16030,0,0,115,141013,2.36,20.038971348841685,22085,62.56938184923383,37.430618150766165,5.07985950029823,99.48958702950569,21.213527308458662,2.32,19.346653198985,21778,62.75248864405142,37.24751135594858,5.230427913543313,99.63049016040087,21.893457996248916
1624049275,2014-08-12,4,2.5,1630,5361,2.0,0,0,3,7,1630,0,1999,0,98144,47.5704,-122.294,1920,5046,2014,8,1,0,0,0,11410,0,0,15,97953,2.26,24.435394298408,13211,47.05356417134033,52.94643582865967,4.982979222913488,99.13933472900675,31.98883461270063,2.24,23.04151393743074,12994,47.69384193467963,52.306158065320375,6.687801012009999,99.23316558830577,31.929067816918284
2770606890,2014-08-07,4,1.75,1520,5250,1.0,0,0,3,6,1520,0,1949,0,98199,47.6581,-122.39,1530,5250,2014,8,3,0,0,0,9120,0,0,65,168132,2.27,15.401888530631044,9920,62.062574948217595,37.937425051782405,4.147350993377484,99.1690635985938,22.416107382550337,2.24,15.287600188590286,9908,63.396185047138786,36.603814952861214,4.887626368117638,99.1062108559499,21.711899791231733
1157200189,2014-05-14,3,3.5,2100,12384,2.0,0,0,3,9,2100,0,1980,0,98188,47.4687,-122.263,2400,7776,2014,5,2,0,0,0,18900,0,0,34,77722,2.57,21.355714002772828,10041,42.85119667013528,57.14880332986473,8.525003709749221,99.28014754000833,56.91593789041585,2.5,21.801283022680202,10236,44.501647446457994,55.498352553542006,9.433817315817777,98.1617870838152,56.87503804248585
2770601800,2014-10-24,3,1.75,1560,6000,1.0,0,0,3,6,780,780,1944,0,98199,47.6501,-122.384,1560,1734,2014,10,4,0,0,0,9360,0,1,70,168132,2.27,15.401888530631044,9920,62.062574948217595,37.937425051782405,4.147350993377484,99.1690635985938,22.416107382550337,2.24,15.287600188590286,9908,63.396185047138786,36.603814952861214,4.887626368117638,99.1062108559499,21.711899791231733
9301300805,2014-12-15,3,2.5,1300,1590,2.0,0,0,3,8,1100,200,2014,0,98109,47.6384,-122.343,1070,1223,2014,12,0,0,0,0,10400,0,1,0,124408,1.7,27.800957442136237,15202,28.230758246465797,71.7692417535342,3.0450204638472034,99.08156134571229,20.355395827093943,1.67,27.266207687894433,14434,30.246109023997548,69.75389097600245,3.8523274478330656,99.60608676883228,22.17785452190805
2325069032,2014-07-31,5,4.25,4720,18741,2.0,0,0,3,11,3210,1510,2005,0,98053,47.6347,-122.013,3880,37328,2014,7,3,0,0,1,51920,0,1,9,171822,2.69,9.269278791842558,8377,85.93194514982224,14.068054850177756,4.442119280890326,99.83973288814691,26.8313856427379,2.67,10.823743185947912,8200,82.85419620987496,17.145803790125047,5.704032486542639,99.89091900736297,26.56803926915735
1021079099,2014-11-06,3,2.5,1990,20466,1.5,0,0,4,8,1410,580,1987,0,98010,47.3259,-121.896,1660,93393,2014,11,3,0,0,0,15920,0,1,27,141579,2.57,13.38701560140916,2023,89.75431259801358,10.245687401986409,4.837398373983739,98.27384435342306,56.31948507899356,2.54,11.838658983761132,1978,90.11689691817216,9.883103081827842,4.036620890553475,98.94736842105263,61.702786377708975
7215730040,2014-05-15,4,3.0,3150,9130,2.0,0,0,3,9,3150,0,2001,0,98075,47.5974,-122.017,2970,6228,2014,5,3,0,0,0,28350,0,0,13,234261,3.16,10.383283441920526,7595,87.0674447007735,12.93255529922649,3.5686033224927485,99.95167414566794,21.139109423541594,3.16,11.460327261500463,7356,87.72919605077574,12.270803949224259,4.311893639956881,99.93420090656528,21.340839303991814
1853200080,2014-06-19,2,1.0,1620,9205,1.0,0,0,5,6,850,770,1921,0,98034,47.7119,-122.23,2460,5469,2014,6,3,0,0,0,9720,0,1,93,119806,2.43,16.05333943799004,18001,61.237125332716126,38.76287466728388,6.750954198473283,99.64536699635606,34.17816241540864,2.44,17.057790319329666,18171,60.109001406469766,39.89099859353024,7.7933415340661085,99.85536782591545,35.227795674183156
3224600340,2014-10-13,4,2.5,2790,6540,2.0,0,0,3,9,2790,0,1999,0,98074,47.6087,-122.016,2790,6270,2014,10,0,0,0,0,25110,0,0,15,229104,3.02,10.366720845184885,9070,87.03577124629757,12.96422875370244,4.483074107959744,100.24147476294245,16.24359502915366,3.03,10.087027329635095,8959,87.40808823529412,12.591911764705882,4.416132562138502,100.35249133707731,17.803799737125104
3222049120,2015-01-23,4,3.0,2320,13068,2.0,0,2,3,8,2320,0,1998,0,98198,47.3497,-122.317,2220,25265,2015,1,4,0,0,0,18560,0,0,17,76062,2.67,22.07152903355435,14123,54.47965869267103,45.52034130732896,7.476339026066727,96.01030110935024,51.96909667194929,2.66,22.372788556958557,14108,54.52003727865797,45.479962721342034,9.229583126824165,96.58536585365853,50.707716913234705
2113700025,2015-04-09,2,1.0,1129,3840,1.0,0,0,3,7,1129,0,1953,0,98106,47.5313,-122.351,1300,3880,2015,4,3,0,0,0,7903,0,0,62,94762,2.43,20.256740681998416,10747,46.417630200612706,53.58236979938729,9.329466197085837,100.42269832078749,44.035900405327155,2.5,19.96174407768895,10674,48.08038392321536,51.91961607678465,9.873452927270199,101.05257103416542,44.05843782353618
7893207925,2014-10-22,3,1.5,1290,7100,1.0,0,0,3,6,1290,0,1954,0,98198,47.4227,-122.332,1300,7183,2014,10,2,0,0,0,7740,0,0,60,76062,2.67,22.07152903355435,14123,54.47965869267103,45.52034130732896,7.476339026066727,96.01030110935024,51.96909667194929,2.66,22.372788556958557,14108,54.52003727865797,45.479962721342034,9.229583126824165,96.58536585365853,50.707716913234705
3586501085,2014-08-08,4,2.5,2290,26720,2.0,0,0,3,8,2290,0,1977,0,98177,47.7502,-122.374,2290,26720,2014,8,4,0,0,0,18320,0,0,37,153542,2.43,13.07924984875983,8212,79.67166859048352,20.32833140951648,5.038420387121875,99.43356309288201,27.4619531836484,2.43,12.346137193047566,8127,81.14840062926062,18.85159937073938,4.7893884163628995,99.46581196581197,26.716524216524217
8024200010,2014-10-28,2,1.0,1460,6000,1.0,0,0,2,7,1260,200,1925,0,98115,47.7009,-122.317,1580,6380,2014,10,1,0,0,0,10220,0,1,89,141013,2.36,20.038971348841685,22085,62.56938184923383,37.430618150766165,5.07985950029823,99.48958702950569,21.213527308458662,2.32,19.346653198985,21778,62.75248864405142,37.24751135594858,5.230427913543313,99.63049016040087,21.893457996248916
7116500705,2015-01-29,2,1.0,920,5889,1.0,0,0,4,6,920,0,1950,0,98002,47.3012,-122.218,1210,6180,2015,1,3,0,0,0,5520,0,0,65,68040,2.64,18.596016244440147,13738,50.49263025143848,49.50736974856152,8.921506062539885,96.5053019824804,61.71046565237437,2.61,18.7400560648534,13981,49.973103819257666,50.026896180742334,11.200844877927564,96.62962288212789,60.11568591728912
